car,model,year,body part,shop1,shop2,shop3,source
dacia,sandero,2023,passenger door (f/l),1140.82,2707.73,4859.36,synthetic
dacia,sandero,2023,passenger door (r/l),1161.36,2692.38,4296.85,synthetic
dacia,sandero,2023,passenger door (r/r),1316.12,2925.63,4333.34,synthetic
dacia,sandero,2024,front bumper,351.3,1292.89,1693.72,synthetic
dacia,sandero,2024,rear bumper,310.98,1042.31,1771.52,synthetic
dacia,sandero,2024,side bumper(l),205.73,563.56,993.0,synthetic
dacia,sandero,2024,side bumper(r),267.96,679.75,1114.04,synthetic
dacia,sandero,2024,car hood,676.11,2620.8,3809.26,synthetic
dacia,sandero,2024,car boot,939.46,2282.75,4002.7,synthetic
dacia,sandero,2024,fender (f/l),258.93,881.15,1313.12,synthetic
dacia,sandero,2024,fender (f/r),284.53,817.69,1472.13,synthetic
dacia,sandero,2024,fender (r/l),350.96,902.56,1534.29,synthetic
dacia,sandero,2024,fender (r/r),373.68,831.35,1310.19,synthetic
dacia,sandero,2024,headlight (l),483.93,2555.26,5434.26,synthetic
dacia,sandero,2024,headlight (r),,3192.57,4925.47,synthetic
dacia,sandero,2024,rear light (l),305.25,1691.57,3248.53,synthetic
dacia,sandero,2024,rear light (r),251.35,1856.01,3331.34,synthetic
dacia,sandero,2024,driver door(f/r),1129.89,3431.54,5257.52,synthetic
dacia,sandero,2024,passenger door (f/l),1450.72,2977.07,6026.72,synthetic
dacia,sandero,2024,passenger door (r/l),1018.71,3107.73,5417.9,synthetic
dacia,sandero,2024,passenger door (r/r),1308.42,3215.35,5202.28,synthetic
renault,clio,2018,front bumper,302.36,885.18,1343.65,synthetic
renault,clio,2018,rear bumper,310.89,682.57,1385.13,synthetic
renault,clio,2018,side bumper(l),,520.4,923.76,synthetic
renault,clio,2018,side bumper(r),194.21,478.99,925.56,synthetic
renault,clio,2018,car hood,706.62,1786.08,3260.67,synthetic
renault,clio,2018,car boot,667.9,2241.3,2986.64,synthetic
renault,clio,2018,fender (f/l),214.08,584.87,970.35,synthetic
renault,clio,2018,fender (f/r),224.63,704.5,967.34,synthetic
renault,clio,2018,fender (r/l),268.17,763.23,1090.41,synthetic
renault,clio,2018,fender (r/r),,726.4,1066.94,synthetic
renault,clio,2018,headlight (l),413.29,1952.55,4577.7,synthetic
renault,clio,2018,headlight (r),423.23,2484.37,4701.92,synthetic
renault,clio,2018,rear light (l),239.09,1269.52,2388.41,synthetic
renault,clio,2018,rear light (r),248.29,1497.95,2554.53,synthetic
renault,clio,2018,driver door(f/r),929.8,2763.89,3936.69,synthetic
renault,clio,2018,passenger door (f/l),904.17,2415.32,3994.68,synthetic
renault,clio,2018,passenger door (r/l),735.15,2027.21,4289.48,synthetic
renault,clio,2018,passenger door (r/r),858.36,2497.73,3580.34,synthetic
renault,clio,2019,front bumper,404.44,840.91,1524.44,synthetic
renault,clio,2019,rear bumper,335.84,846.99,1464.4,synthetic
renault,clio,2019,side bumper(l),232.59,506.46,1003.6,synthetic
renault,clio,2019,side bumper(r),202.78,552.9,848.56,synthetic
renault,clio,2019,car hood,575.55,1761.13,3457.4,synthetic
renault,clio,2019,car boot,640.07,2513.26,3963.04,synthetic
renault,clio,2019,fender (f/l),310.51,643.07,1137.35,synthetic
renault,clio,2019,fender (f/r),279.52,638.79,1254.81,synthetic
renault,clio,2019,fender (r/l),253.62,766.57,1258.66,synthetic
renault,clio,2019,fender (r/r),238.53,844.01,1161.94,synthetic
renault,clio,2019,headlight (l),449.26,2799.0,4930.23,synthetic
renault,clio,2019,headlight (r),412.94,2499.97,4086.38,synthetic
renault,clio,2019,rear light (l),221.4,1310.83,2730.99,synthetic
renault,clio,2019,rear light (r),,1294.06,2706.0,synthetic
renault,clio,2019,driver door(f/r),1182.45,2782.34,4514.87,synthetic
renault,clio,2019,passenger door (f/l),1171.45,2659.18,4729.8,synthetic
renault,clio,2019,passenger door (r/l),881.42,2850.34,4443.24,synthetic
renault,clio,2019,passenger door (r/r),1108.31,2841.64,4354.59,synthetic
renault,clio,2020,front bumper,420.55,1085.75,1717.95,synthetic
renault,clio,2020,rear bumper,,1023.69,1667.85,synthetic
renault,clio,2020,side bumper(l),236.01,525.73,935.84,synthetic
renault,clio,2020,side bumper(r),180.47,648.03,1052.07,synthetic
renault,clio,2020,car hood,558.58,1954.6,3577.66,synthetic
renault,clio,2020,car boot,879.24,2195.88,4022.95,synthetic
renault,clio,2020,fender (f/l),309.56,675.33,1331.28,synthetic
renault,clio,2020,fender (f/r),329.96,729.28,1292.68,synthetic
renault,clio,2020,fender (r/l),,921.13,1382.03,synthetic
renault,clio,2020,fender (r/r),281.86,865.18,1185.09,synthetic
renault,clio,2020,headlight (l),391.86,2740.74,4340.85,synthetic
renault,clio,2020,headlight (r),496.69,3016.83,5163.91,synthetic
renault,clio,2020,rear light (l),276.44,1300.88,2464.7,synthetic
renault,clio,2020,rear light (r),249.42,1640.37,2906.47,synthetic
renault,clio,2020,driver door(f/r),1012.76,3439.14,4785.69,synthetic
renault,clio,2020,passenger door (f/l),963.76,3257.49,5098.47,synthetic
renault,clio,2020,passenger door (r/l),869.6,2898.07,4619.58,synthetic
renault,clio,2020,passenger door (r/r),1232.28,2461.41,4382.06,synthetic
renault,clio,2021,front bumper,403.26,1146.88,1741.71,synthetic
renault,clio,2021,rear bumper,390.73,955.37,1791.61,synthetic
renault,clio,2021,side bumper(l),197.59,543.45,1079.51,synthetic
renault,clio,2021,side bumper(r),255.73,627.32,1158.64,synthetic
renault,clio,2021,car hood,853.7,2417.21,3961.88,synthetic
renault,clio,2021,car boot,,2625.39,3797.67,synthetic
renault,clio,2021,fender (f/l),347.7,847.04,1434.51,synthetic
renault,clio,2021,fender (f/r),252.04,726.38,1398.84,synthetic
renault,clio,2021,fender (r/l),288.15,868.28,1265.75,synthetic
renault,clio,2021,fender (r/r),297.11,948.19,1349.26,synthetic
renault,clio,2021,headlight (l),359.19,2464.57,5073.63,synthetic
renault,clio,2021,headlight (r),464.26,2650.5,5451.71,synthetic
renault,clio,2021,rear light (l),297.82,1397.91,2962.08,synthetic
renault,clio,2021,rear light (r),240.2,1858.72,2720.66,synthetic
renault,clio,2021,driver door(f/r),,3393.52,5282.56,synthetic
renault,clio,2021,passenger door (f/l),1107.77,3216.2,4692.87,synthetic
renault,clio,2021,passenger door (r/l),907.62,2567.26,4643.81,synthetic
renault,clio,2021,passenger door (r/r),1146.15,3105.84,5105.11,synthetic
renault,clio,2022,front bumper,384.53,1033.11,1963.04,synthetic
renault,clio,2022,rear bumper,283.19,1182.25,1555.05,synthetic
renault,clio,2022,side bumper(l),257.47,748.12,1165.77,synthetic
renault,clio,2022,side bumper(r),222.34,736.78,997.06,synthetic
renault,clio,2022,car hood,807.08,2602.17,3914.68,synthetic
renault,clio,2022,car boot,,2879.89,3989.87,synthetic
renault,clio,2022,fender (f/l),284.75,782.22,1552.8,synthetic
renault,clio,2022,fender (f/r),377.1,828.57,1316.84,synthetic
renault,clio,2022,fender (r/l),370.6,926.14,1524.79,synthetic
renault,clio,2022,fender (r/r),310.63,1064.62,1676.27,synthetic
renault,clio,2022,headlight (l),,3172.32,4974.78,synthetic
renault,clio,2022,headlight (r),429.14,2975.85,6034.01,synthetic
renault,clio,2022,rear light (l),312.8,1687.97,3050.86,synthetic
renault,clio,2022,rear light (r),340.74,1488.35,3447.06,synthetic
renault,clio,2022,driver door(f/r),1236.09,3635.74,5526.26,synthetic
renault,clio,2022,passenger door (f/l),1470.31,3325.62,5247.06,synthetic
renault,clio,2022,passenger door (r/l),1383.96,2856.85,5218.39,synthetic
renault,clio,2022,passenger door (r/r),1298.78,2782.62,5331.35,synthetic
renault,clio,2023,front bumper,410.13,1145.31,2244.08,synthetic
renault,clio,2023,rear bumper,421.99,1106.23,1735.89,synthetic
renault,clio,2023,side bumper(l),246.49,717.17,1136.27,synthetic
renault,clio,2023,side bumper(r),218.08,690.67,1308.49,synthetic
renault,clio,2023,car hood,892.66,2387.84,4475.66,synthetic
renault,clio,2023,car boot,,2816.41,4406.01,synthetic
renault,clio,2023,fender (f/l),291.62,929.48,1452.85,synthetic
renault,clio,2023,fender (f/r),326.71,854.34,1554.51,synthetic
renault,clio,2023,fender (r/l),320.38,884.8,1418.53,synthetic
renault,clio,2023,fender (r/r),393.82,975.32,1727.83,synthetic
renault,clio,2023,headlight (l),521.21,3544.66,5464.88,synthetic
renault,clio,2023,headlight (r),457.58,2767.87,5923.99,synthetic
renault,clio,2023,rear light (l),246.68,1623.6,3321.45,synthetic
renault,clio,2023,rear light (r),280.16,1835.17,2990.32,synthetic
renault,clio,2023,driver door(f/r),1605.61,4116.0,5181.37,synthetic
renault,clio,2023,passenger door (f/l),1418.79,4010.68,5816.13,synthetic
renault,clio,2023,passenger door (r/l),,3484.1,4911.06,synthetic
renault,clio,2023,passenger door (r/r),1163.2,3521.74,4991.32,synthetic
renault,clio,2024,front bumper,590.75,1154.13,2219.48,synthetic
renault,clio,2024,rear bumper,448.26,1058.63,2043.92,synthetic
renault,clio,2024,side bumper(l),313.78,796.29,1242.36,synthetic
renault,clio,2024,side bumper(r),305.71,770.79,1103.08,synthetic
renault,clio,2024,car hood,955.32,2805.07,4137.02,synthetic
renault,clio,2024,car boot,1020.36,3156.18,4503.28,synthetic
renault,clio,2024,fender (f/l),426.16,844.41,1781.45,synthetic
renault,clio,2024,fender (f/r),407.88,1059.55,1624.11,synthetic
renault,clio,2024,fender (r/l),449.88,1009.08,1617.16,synthetic
renault,clio,2024,fender (r/r),438.83,1120.71,1807.79,synthetic
renault,clio,2024,headlight (l),,2989.93,6282.37,synthetic
renault,clio,2024,headlight (r),495.42,3239.22,6061.11,synthetic
renault,clio,2024,rear light (l),305.43,1906.04,3328.26,synthetic
renault,clio,2024,rear light (r),284.81,1687.97,3640.19,synthetic
renault,clio,2024,driver door(f/r),1488.71,3776.58,6036.66,synthetic
renault,clio,2024,passenger door (f/l),1431.64,3794.55,5508.33,synthetic
renault,clio,2024,passenger door (r/l),1268.17,3401.13,5792.55,synthetic
renault,clio,2024,passenger door (r/r),1389.49,3786.33,6110.1,synthetic
renault,megane,2018,front bumper,,949.57,1668.58,synthetic
renault,megane,2018,rear bumper,349.47,1108.22,1548.42,synthetic
renault,megane,2018,side bumper(l),185.42,720.59,1012.61,synthetic
renault,megane,2018,side bumper(r),223.73,590.98,995.79,synthetic
renault,megane,2018,car hood,840.91,2276.43,3580.18,synthetic
renault,megane,2018,car boot,977.81,2376.06,4112.86,synthetic
renault,megane,2018,fender (f/l),261.74,869.83,1246.79,synthetic
renault,megane,2018,fender (f/r),325.09,727.7,1371.81,synthetic
renault,megane,2018,fender (r/l),391.11,873.17,1529.65,synthetic
renault,megane,2018,fender (r/r),269.73,912.55,1579.38,synthetic
renault,megane,2018,headlight (l),507.45,3178.5,4907.38,synthetic
renault,megane,2018,headlight (r),469.98,2773.93,5678.23,synthetic
renault,megane,2018,rear light (l),254.17,1505.94,3201.98,synthetic
renault,megane,2018,rear light (r),304.84,1597.59,3120.64,synthetic
renault,megane,2018,driver door(f/r),1259.45,3178.34,5359.13,synthetic
renault,megane,2018,passenger door (f/l),1313.7,3576.01,4893.09,synthetic
renault,megane,2018,passenger door (r/l),910.64,3088.68,4923.37,synthetic
renault,megane,2018,passenger door (r/r),1004.38,2865.54,4908.84,synthetic
renault,megane,2019,front bumper,542.1,1068.05,2035.05,synthetic
renault,megane,2019,rear bumper,346.16,1139.0,1864.3,synthetic
renault,megane,2019,side bumper(l),206.88,606.73,1195.06,synthetic
renault,megane,2019,side bumper(r),221.05,601.63,1021.23,synthetic
renault,megane,2019,car hood,710.17,2301.24,3784.31,synthetic
renault,megane,2019,car boot,804.59,2769.75,4065.29,synthetic
renault,megane,2019,fender (f/l),289.49,901.7,1591.0,synthetic
renault,megane,2019,fender (f/r),328.27,844.04,1399.56,synthetic
renault,megane,2019,fender (r/l),426.84,993.71,1560.34,synthetic
renault,megane,2019,fender (r/r),351.44,822.64,1562.01,synthetic
renault,megane,2019,headlight (l),422.88,3253.45,5263.03,synthetic
renault,megane,2019,headlight (r),407.59,3032.17,6018.59,synthetic
renault,megane,2019,rear light (l),310.84,1922.31,3572.17,synthetic
renault,megane,2019,rear light (r),279.86,1581.67,3622.96,synthetic
renault,megane,2019,driver door(f/r),1316.71,3840.39,5698.52,synthetic
renault,megane,2019,passenger door (f/l),1083.0,3749.73,5163.39,synthetic
renault,megane,2019,passenger door (r/l),1352.07,3399.86,4606.91,synthetic
renault,megane,2019,passenger door (r/r),1099.87,3065.25,4670.96,synthetic
renault,megane,2020,front bumper,497.68,1212.48,2036.38,synthetic
renault,megane,2020,rear bumper,398.2,1153.8,2106.65,synthetic
renault,megane,2020,side bumper(l),312.38,817.46,1132.79,synthetic
renault,megane,2020,side bumper(r),220.95,809.93,1183.1,synthetic
renault,megane,2020,car hood,998.08,2849.54,4652.79,synthetic
renault,megane,2020,car boot,868.99,2871.9,4490.26,synthetic
renault,megane,2020,fender (f/l),326.58,1093.55,1618.98,synthetic
renault,megane,2020,fender (f/r),296.85,1060.93,1724.89,synthetic
renault,megane,2020,fender (r/l),399.07,1098.76,1524.0,synthetic
renault,megane,2020,fender (r/r),,909.91,1600.45,synthetic
renault,megane,2020,headlight (l),422.99,2944.16,6766.89,synthetic
renault,megane,2020,headlight (r),619.26,3239.05,5814.95,synthetic
renault,megane,2020,rear light (l),305.62,1672.23,3597.62,synthetic
renault,megane,2020,rear light (r),,1982.06,3189.37,synthetic
renault,megane,2020,driver door(f/r),1548.33,3695.88,5444.21,synthetic
renault,megane,2020,passenger door (f/l),1145.77,3959.89,6796.95,synthetic
renault,megane,2020,passenger door (r/l),1118.25,3046.17,5305.11,synthetic
renault,megane,2020,passenger door (r/r),1405.31,2985.24,5580.59,synthetic
renault,megane,2021,front bumper,586.21,1423.98,2128.21,synthetic
renault,megane,2021,rear bumper,413.63,1200.38,1864.66,synthetic
renault,megane,2021,side bumper(l),273.4,718.08,1260.68,synthetic
renault,megane,2021,side bumper(r),,845.9,1386.15,synthetic
renault,megane,2021,car hood,898.81,2774.39,4113.42,synthetic
renault,megane,2021,car boot,1232.19,2817.76,5252.13,synthetic
renault,megane,2021,fender (f/l),299.4,943.57,1865.19,synthetic
renault,megane,2021,fender (f/r),440.39,1019.27,1517.21,synthetic
renault,megane,2021,fender (r/l),401.73,1200.51,1596.55,synthetic
renault,megane,2021,fender (r/r),351.92,1030.87,1867.66,synthetic
renault,megane,2021,headlight (l),530.3,3422.12,6446.64,synthetic
renault,megane,2021,headlight (r),645.51,4016.75,6958.26,synthetic
renault,megane,2021,rear light (l),359.99,1989.45,3500.97,synthetic
renault,megane,2021,rear light (r),272.99,2271.76,3685.61,synthetic
renault,megane,2021,driver door(f/r),1582.85,4473.02,6723.53,synthetic
renault,megane,2021,passenger door (f/l),1230.07,4021.08,5963.42,synthetic
renault,megane,2021,passenger door (r/l),1401.82,3872.12,5297.29,synthetic
renault,megane,2021,passenger door (r/r),,3201.92,5339.55,synthetic
renault,megane,2022,front bumper,655.63,1569.6,2292.32,synthetic
renault,megane,2022,rear bumper,409.41,1414.48,2262.35,synthetic
renault,megane,2022,side bumper(l),258.28,740.11,1439.32,synthetic
renault,megane,2022,side bumper(r),269.09,720.56,1247.01,synthetic
renault,megane,2022,car hood,909.0,3209.88,5098.1,synthetic
renault,megane,2022,car boot,1048.14,2983.68,5697.03,synthetic
renault,megane,2022,fender (f/l),418.79,1098.9,1586.1,synthetic
renault,megane,2022,fender (f/r),443.32,1021.31,1987.27,synthetic
renault,megane,2022,fender (r/l),449.96,1244.5,2021.75,synthetic
renault,megane,2022,fender (r/r),370.8,1102.1,2074.25,synthetic
renault,megane,2022,headlight (l),563.63,3685.34,6829.22,synthetic
renault,megane,2022,headlight (r),699.27,3469.35,6300.48,synthetic
renault,megane,2022,rear light (l),411.56,2252.61,3756.53,synthetic
renault,megane,2022,rear light (r),407.92,2382.55,4358.15,synthetic
renault,megane,2022,driver door(f/r),1745.59,4206.6,7498.81,synthetic
renault,megane,2022,passenger door (f/l),1759.16,4456.43,6393.5,synthetic
renault,megane,2022,passenger door (r/l),1772.89,4423.62,5641.33,synthetic
renault,megane,2022,passenger door (r/r),1266.25,4175.61,6819.24,synthetic
renault,megane,2023,front bumper,589.38,1712.84,2660.8,synthetic
renault,megane,2023,rear bumper,478.7,1389.48,2197.76,synthetic
renault,megane,2023,side bumper(l),338.8,992.46,1518.08,synthetic
renault,megane,2023,side bumper(r),272.17,882.21,1296.89,synthetic
renault,megane,2023,car hood,1145.11,3614.76,4744.96,synthetic
renault,megane,2023,car boot,1411.24,3253.02,5957.74,synthetic
renault,megane,2023,fender (f/l),439.49,1046.9,1824.4,synthetic
renault,megane,2023,fender (f/r),,983.56,2008.39,synthetic
renault,megane,2023,fender (r/l),507.41,1118.85,2214.33,synthetic
renault,megane,2023,fender (r/r),430.02,1099.1,1901.92,synthetic
renault,megane,2023,headlight (l),755.08,3832.37,7259.35,synthetic
renault,megane,2023,headlight (r),727.32,4101.37,7158.65,synthetic
renault,megane,2023,rear light (l),407.58,1947.86,4320.55,synthetic
renault,megane,2023,rear light (r),422.48,2009.51,4288.91,synthetic
renault,megane,2023,driver door(f/r),1775.64,3925.59,7491.09,synthetic
renault,megane,2023,passenger door (f/l),1720.76,4655.17,7661.29,synthetic
renault,megane,2023,passenger door (r/l),,4551.94,6717.19,synthetic
renault,megane,2023,passenger door (r/r),1296.89,3941.25,7179.48,synthetic
renault,megane,2024,front bumper,693.36,1651.31,2625.77,synthetic
renault,megane,2024,rear bumper,454.84,1436.2,2200.89,synthetic
renault,megane,2024,side bumper(l),346.08,1010.2,1739.86,synthetic
renault,megane,2024,side bumper(r),351.99,921.21,1604.79,synthetic
renault,megane,2024,car hood,940.54,3239.99,6002.62,synthetic
renault,megane,2024,car boot,1370.29,3873.37,5745.29,synthetic
renault,megane,2024,fender (f/l),414.61,1047.45,1769.84,synthetic
renault,megane,2024,fender (f/r),403.7,1227.62,1901.48,synthetic
renault,megane,2024,fender (r/l),441.38,1271.29,2297.66,synthetic
renault,megane,2024,fender (r/r),427.08,1416.61,2087.84,synthetic
renault,megane,2024,headlight (l),568.36,3687.29,8195.06,synthetic
renault,megane,2024,headlight (r),649.18,4508.42,8265.13,synthetic
renault,megane,2024,rear light (l),417.22,2155.09,4707.87,synthetic
renault,megane,2024,rear light (r),472.59,2106.89,3968.0,synthetic
renault,megane,2024,driver door(f/r),1606.72,4410.7,8527.58,synthetic
renault,megane,2024,passenger door (f/l),1613.99,5144.43,7676.27,synthetic
renault,megane,2024,passenger door (r/l),,4368.15,6308.83,synthetic
renault,megane,2024,passenger door (r/r),1935.69,3909.98,7159.28,synthetic
peugeot,208,2018,front bumper,328.63,1035.95,1327.86,synthetic
peugeot,208,2018,rear bumper,,839.89,1519.15,synthetic
peugeot,208,2018,side bumper(l),181.41,493.03,923.47,synthetic
peugeot,208,2018,side bumper(r),169.24,555.82,811.6,synthetic
peugeot,208,2018,car hood,615.98,2140.5,3206.4,synthetic
peugeot,208,2018,car boot,634.23,1902.67,3269.27,synthetic
peugeot,208,2018,fender (f/l),285.06,700.13,1131.32,synthetic
peugeot,208,2018,fender (f/r),286.01,733.46,1008.27,synthetic
peugeot,208,2018,fender (r/l),279.79,639.49,1175.62,synthetic
peugeot,208,2018,fender (r/r),238.24,829.03,1287.24,synthetic
peugeot,208,2018,headlight (l),369.34,2312.13,4533.52,synthetic
peugeot,208,2018,headlight (r),309.34,2383.91,4696.72,synthetic
peugeot,208,2018,rear light (l),184.68,1479.52,2320.82,synthetic
peugeot,208,2018,rear light (r),194.82,1293.1,2654.05,synthetic
peugeot,208,2018,driver door(f/r),881.95,2992.13,4773.56,synthetic
peugeot,208,2018,passenger door (f/l),895.52,2648.19,4884.24,synthetic
peugeot,208,2018,passenger door (r/l),760.19,2146.73,3965.37,synthetic
peugeot,208,2018,passenger door (r/r),952.01,2467.13,3621.25,synthetic
peugeot,208,2019,front bumper,426.7,963.16,1727.16,synthetic
peugeot,208,2019,rear bumper,261.81,897.24,1409.14,synthetic
peugeot,208,2019,side bumper(l),208.79,596.91,1012.57,synthetic
peugeot,208,2019,side bumper(r),236.12,579.44,867.42,synthetic
peugeot,208,2019,car hood,754.18,1913.68,3664.32,synthetic
peugeot,208,2019,car boot,737.72,2627.9,3454.05,synthetic
peugeot,208,2019,fender (f/l),235.9,830.26,1259.99,synthetic
peugeot,208,2019,fender (f/r),263.55,768.18,1093.54,synthetic
peugeot,208,2019,fender (r/l),333.07,790.98,1426.28,synthetic
peugeot,208,2019,fender (r/r),354.51,829.53,1323.95,synthetic
peugeot,208,2019,headlight (l),,2509.2,4341.97,synthetic
peugeot,208,2019,headlight (r),414.68,2586.08,4973.75,synthetic
peugeot,208,2019,rear light (l),202.12,1573.69,2497.44,synthetic
peugeot,208,2019,rear light (r),274.01,1489.51,2836.24,synthetic
peugeot,208,2019,driver door(f/r),1067.54,3182.57,4678.81,synthetic
peugeot,208,2019,passenger door (f/l),1077.5,3188.32,4538.13,synthetic
peugeot,208,2019,passenger door (r/l),1098.37,2926.99,3905.94,synthetic
peugeot,208,2019,passenger door (r/r),867.5,2544.62,4268.52,synthetic
peugeot,208,2020,front bumper,430.55,1111.93,1678.35,synthetic
peugeot,208,2020,rear bumper,315.34,1094.55,1646.35,synthetic
peugeot,208,2020,side bumper(l),,583.92,1060.39,synthetic
peugeot,208,2020,side bumper(r),189.21,682.02,948.54,synthetic
peugeot,208,2020,car hood,660.99,2268.23,3793.91,synthetic
peugeot,208,2020,car boot,802.25,2252.5,3605.14,synthetic
peugeot,208,2020,fender (f/l),307.77,902.36,1421.26,synthetic
peugeot,208,2020,fender (f/r),323.46,836.97,1229.92,synthetic
peugeot,208,2020,fender (r/l),340.79,863.63,1248.89,synthetic
peugeot,208,2020,fender (r/r),313.94,941.02,1392.92,synthetic
peugeot,208,2020,headlight (l),,2433.26,4980.66,synthetic
peugeot,208,2020,headlight (r),476.74,3100.54,4807.09,synthetic
peugeot,208,2020,rear light (l),239.31,1775.27,3076.76,synthetic
peugeot,208,2020,rear light (r),210.68,1799.94,3057.76,synthetic
peugeot,208,2020,driver door(f/r),1312.84,2913.17,5529.01,synthetic
peugeot,208,2020,passenger door (f/l),1254.51,3155.56,4583.58,synthetic
peugeot,208,2020,passenger door (r/l),875.4,2836.92,4418.69,synthetic
peugeot,208,2020,passenger door (r/r),,2691.86,4910.82,synthetic
peugeot,208,2021,front bumper,503.94,1268.21,1934.91,synthetic
peugeot,208,2021,rear bumper,394.51,926.43,1532.71,synthetic
peugeot,208,2021,side bumper(l),259.9,566.79,1106.56,synthetic
peugeot,208,2021,side bumper(r),265.58,662.99,971.37,synthetic
peugeot,208,2021,car hood,805.68,2056.42,3497.29,synthetic
peugeot,208,2021,car boot,992.94,2895.3,4734.74,synthetic
peugeot,208,2021,fender (f/l),312.16,834.71,1333.71,synthetic
peugeot,208,2021,fender (f/r),343.96,878.57,1526.42,synthetic
peugeot,208,2021,fender (r/l),355.61,942.47,1504.91,synthetic
peugeot,208,2021,fender (r/r),305.19,910.11,1332.63,synthetic
peugeot,208,2021,headlight (l),462.71,3079.49,6011.59,synthetic
peugeot,208,2021,headlight (r),,2950.54,5599.6,synthetic
peugeot,208,2021,rear light (l),,1619.48,3079.54,synthetic
peugeot,208,2021,rear light (r),238.83,1576.38,3450.82,synthetic
peugeot,208,2021,driver door(f/r),1231.09,3028.67,5569.24,synthetic
peugeot,208,2021,passenger door (f/l),,3349.07,4781.17,synthetic
peugeot,208,2021,passenger door (r/l),1031.87,2635.79,4493.39,synthetic
peugeot,208,2021,passenger door (r/r),1303.2,3127.42,4975.08,synthetic
peugeot,208,2022,front bumper,541.79,1183.28,1783.79,synthetic
peugeot,208,2022,rear bumper,306.93,1038.43,1818.23,synthetic
peugeot,208,2022,side bumper(l),246.86,743.8,1291.61,synthetic
peugeot,208,2022,side bumper(r),225.2,679.07,1133.33,synthetic
peugeot,208,2022,car hood,959.51,2633.92,4231.83,synthetic
peugeot,208,2022,car boot,,3187.93,4976.14,synthetic
peugeot,208,2022,fender (f/l),,785.3,1398.61,synthetic
peugeot,208,2022,fender (f/r),343.7,958.3,1347.6,synthetic
peugeot,208,2022,fender (r/l),356.65,927.33,1424.93,synthetic
peugeot,208,2022,fender (r/r),399.47,841.02,1409.56,synthetic
peugeot,208,2022,headlight (l),582.46,3293.54,6022.64,synthetic
peugeot,208,2022,headlight (r),513.54,2674.28,5963.63,synthetic
peugeot,208,2022,rear light (l),310.37,2000.13,3477.39,synthetic
peugeot,208,2022,rear light (r),344.81,1564.57,3326.9,synthetic
peugeot,208,2022,driver door(f/r),1062.18,3464.52,5490.93,synthetic
peugeot,208,2022,passenger door (f/l),1360.76,3061.92,5252.48,synthetic
peugeot,208,2022,passenger door (r/l),1159.87,3482.8,5472.98,synthetic
peugeot,208,2022,passenger door (r/r),1332.78,3190.25,5499.18,synthetic
peugeot,208,2023,front bumper,452.04,1407.27,2073.0,synthetic
peugeot,208,2023,rear bumper,434.65,1278.9,2117.49,synthetic
peugeot,208,2023,side bumper(l),243.48,762.09,1187.12,synthetic
peugeot,208,2023,side bumper(r),284.09,785.79,1188.12,synthetic
peugeot,208,2023,car hood,850.69,2343.54,4784.6,synthetic
peugeot,208,2023,car boot,904.87,2551.46,5071.49,synthetic
peugeot,208,2023,fender (f/l),327.68,838.83,1540.84,synthetic
peugeot,208,2023,fender (f/r),374.8,993.04,1523.82,synthetic
peugeot,208,2023,fender (r/l),460.16,1009.62,1737.62,synthetic
peugeot,208,2023,fender (r/r),382.78,878.64,1664.68,synthetic
peugeot,208,2023,headlight (l),500.68,2865.15,5435.51,synthetic
peugeot,208,2023,headlight (r),453.61,2849.54,6501.63,synthetic
peugeot,208,2023,rear light (l),288.44,2136.45,3177.56,synthetic
peugeot,208,2023,rear light (r),291.56,2129.76,3586.47,synthetic
peugeot,208,2023,driver door(f/r),1671.05,3523.66,6802.87,synthetic
peugeot,208,2023,passenger door (f/l),1335.89,3582.34,6185.87,synthetic
peugeot,208,2023,passenger door (r/l),1340.7,3499.49,5952.0,synthetic
peugeot,208,2023,passenger door (r/r),1281.23,3251.29,5276.55,synthetic
peugeot,208,2024,front bumper,426.34,1304.29,2097.59,synthetic
peugeot,208,2024,rear bumper,416.39,1165.06,2074.3,synthetic
peugeot,208,2024,side bumper(l),271.29,816.03,1291.55,synthetic
peugeot,208,2024,side bumper(r),332.32,875.96,1333.35,synthetic
peugeot,208,2024,car hood,,2526.34,4508.6,synthetic
peugeot,208,2024,car boot,1099.14,3185.59,4841.54,synthetic
peugeot,208,2024,fender (f/l),430.6,1085.31,1678.34,synthetic
peugeot,208,2024,fender (f/r),315.34,1106.18,1515.08,synthetic
peugeot,208,2024,fender (r/l),370.49,1204.68,1944.8,synthetic
peugeot,208,2024,fender (r/r),400.92,1238.41,1750.5,synthetic
peugeot,208,2024,headlight (l),574.7,3383.54,6142.11,synthetic
peugeot,208,2024,headlight (r),613.12,3395.36,6492.52,synthetic
peugeot,208,2024,rear light (l),343.29,2237.66,4126.9,synthetic
peugeot,208,2024,rear light (r),376.63,2176.53,3765.29,synthetic
peugeot,208,2024,driver door(f/r),1302.68,3511.25,7025.06,synthetic
peugeot,208,2024,passenger door (f/l),1685.41,4446.55,5795.06,synthetic
peugeot,208,2024,passenger door (r/l),1358.82,3665.19,6099.86,synthetic
peugeot,208,2024,passenger door (r/r),1120.61,3628.37,6186.72,synthetic
peugeot,308,2018,front bumper,467.42,1021.21,1770.45,synthetic
peugeot,308,2018,rear bumper,382.53,955.1,1586.62,synthetic
peugeot,308,2018,side bumper(l),186.82,757.13,1131.04,synthetic
